City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
245,Warwick,41.7001,-71.4162,34.0,80,90,16.11,US,2021-02-03 01:23:08
246,Viseu,40.661,-7.9097,54.0,92,100,5.99,PT,2021-02-03 01:23:47
247,Udarnyy,54.3409,42.8611,11.71,94,41,5.44,RU,2021-02-03 01:23:47
248,Mahajanga,-15.7167,46.3167,82.4,89,40,2.3,MG,2021-02-03 01:19:03
249,Fengzhen,40.4394,113.1536,14.94,70,0,7.16,CN,2021-02-03 01:23:47
250,Ponta Do Sol,32.6667,-17.1,61.0,77,39,1.01,PT,2021-02-03 01:23:47
251,Chapais,49.7834,-74.8492,15.8,79,1,12.66,CA,2021-02-03 01:23:48
252,Turukhansk,65.8167,87.9833,-6.25,91,100,8.88,RU,2021-02-03 01:23:48
253,Coihaique,-45.5752,-72.0662,66.2,55,0,1.14,CL,2021-02-03 01:23:48
254,Katsuura,35.1333,140.3,50.0,42,20,8.05,JP,2021-02-03 01:20:01
255,Xining,36.6167,101.7667,17.47,62,0,2.15,CN,2021-02-03 01:23:48
256,Luanda,-8.8368,13.2343,78.8,83,40,6.91,AO,2021-02-03 01:19:52
257,Kuala Terengganu,5.3302,103.1408,77.0,88,20,2.3,MY,2021-02-03 01:23:49
258,Munirabad,15.3333,76.3333,65.08,83,0,7.16,IN,2021-02-03 01:23:49
259,Obzor,42.8167,27.8833,46.4,100,90,8.05,BG,2021-02-03 01:23:49
260,Narsaq,60.9167,-46.05,21.2,53,75,5.75,GL,2021-02-03 01:23:49
261,Isangel,-19.55,169.2667,86.0,74,75,17.27,VU,2021-02-03 01:23:49
262,Ihosy,-22.4,46.1167,70.0,89,42,7.7,MG,2021-02-03 01:23:50
263,Waingapu,-9.6567,120.2641,82.87,75,84,14.34,ID,2021-02-03 01:23:50
264,Wattegama,6.7989,81.4808,77.0,100,90,13.8,LK,2021-02-03 01:23:50
265,Tarko-Sale,64.9225,77.785,6.3,95,79,8.81,RU,2021-02-03 01:23:50
266,Belaya Gora,68.5333,146.4167,-26.93,85,59,0.96,RU,2021-02-03 01:19:48
267,Raga,8.4596,25.678,73.0,33,0,3.42,SS,2021-02-03 01:20:17
268,Anloga,5.7947,0.8973,84.2,79,40,5.75,GH,2021-02-03 01:21:02
269,Walker,30.7335,-95.5669,57.0,47,1,4.61,US,2021-02-03 01:23:51
270,Siyabuswa,-25.1132,29.0445,63.18,84,92,2.44,ZA,2021-02-03 01:20:34
271,Nuevitas,21.5453,-77.2644,64.4,68,0,5.75,CU,2021-02-03 01:23:51
272,Half Moon Bay,37.4636,-122.4286,55.99,82,1,6.91,US,2021-02-03 01:23:51
273,Dutlwe,-23.9833,23.9,65.88,87,100,19.71,BW,2021-02-03 01:19:39
274,Thabazimbi,-24.5917,27.4116,64.35,85,71,3.8,ZA,2021-02-03 01:23:52
275,Ponta Delgada,37.7333,-25.6667,53.6,76,20,29.93,PT,2021-02-03 01:23:52
276,Ilulissat,69.2167,-51.1,-5.8,65,0,23.02,GL,2021-02-03 01:19:52
277,Bambous Virieux,-20.3428,57.7575,78.8,83,20,1.14,MU,2021-02-03 01:23:52
278,Necochea,-38.5473,-58.7368,60.01,83,76,6.11,AR,2021-02-03 01:20:12
279,Lovozero,68.005,35.0117,10.62,94,74,10.58,RU,2021-02-03 01:23:52
280,Fort Nelson,58.8053,-122.7002,-7.6,71,90,6.91,CA,2021-02-03 01:20:45
281,Lata,40.1629,-8.3327,57.99,92,100,5.99,PT,2021-02-03 01:23:53
282,Eyl,7.9803,49.8164,68.63,74,55,14.58,SO,2021-02-03 01:23:53
283,Roald,62.5833,6.1333,24.8,80,0,11.5,NO,2021-02-03 01:23:53
284,Luena,-11.7833,19.9167,62.8,98,100,4.65,AO,2021-02-03 01:23:53
